编号,名称,模型,名称方式,备注,抵抗封印等级,封印命中等级,血量加成,伤害加成,法伤加成,速度加成,防御加成,法防加成,治疗能力,固定伤害,AI战斗,门派,主动技能,特技,法宝技能,法宝佩戴,技能,技能目标数,招式特效,武器名称,武器等级,角色,可捕捉,变身数据,变异,特殊变异,饰品显示,饰品颜色,附加阵法,主怪,共生,炫彩,炫彩组
20236,长生,曼珠沙华|金身罗汉,1,天伤星长生,0,0,10,1.5,2.3,0.5,0.8,0.8,0,0,,化生寺|普陀山|无底洞,,,,,高级驱鬼|高级感知|高级神迹,,,,,,,,,,,,,,,,
20237,神封,蜃气妖|藤蔓妖花,1,天伤星神封,0,0,10,1.5,2.3,0.5,0.8,0.8,0,0,,五庄观|盘丝洞|方寸山|女儿村,,,,,高级驱鬼|高级感知,,,,,,,,,,,,,,,,
20238,狂攻,狂豹人形|猫灵人形,1,天败星狂攻,0,0,10,1.5,2.3,0.5,0.8,0.8,0,0,,大唐官府|狮驼岭|凌波城|阴曹地府,,,,,高级驱鬼|高级感知,,,,,,,,,,,,,,,,
20239,诡法,修罗傀儡妖|修罗傀儡鬼,1,天败星诡法,0,0,10,1.5,2.3,0.5,0.8,0.8,0,0,,魔王寨|龙宫|天宫,,,,,高级驱鬼|高级感知,,,,,,,,,,,,,,,,
20240,长生,曼珠沙华|金身罗汉,1,天败星长生,0,0,10,1.5,2.3,0.5,0.8,0.8,0,0,,化生寺|普陀山|无底洞,,,,,高级驱鬼|高级感知|高级神迹,,,,,,,,,,,,,,,,
20241,神封,蜃气妖|藤蔓妖花,1,天败星神封,0,0,10,1.5,2.3,0.5,0.8,0.8,0,0,,五庄观|盘丝洞|方寸山|女儿村,,,,,高级驱鬼|高级感知,,,,,,,,,,,,,,,,
20242,寿如山高,狂豹人形|猫灵人形,1,天寿星狂攻,0,0,10,1.5,2.3,0.5,0.8,0.8,0,0,,大唐官府|狮驼岭|凌波城|阴曹地府,,,,,高级驱鬼|高级感知,,,,,,,,,,,,,,,,
20243,寿如山高,修罗傀儡妖|修罗傀儡鬼,1,天寿星诡法,0,0,10,1.5,2.3,0.5,0.8,0.8,0,0,,魔王寨|龙宫|天宫,,,,,高级驱鬼|高级感知,,,,,,,,,,,,,,,,
20244,寿如山高,曼珠沙华|金身罗汉,1,天寿星长生,0,0,10,1.5,2.3,0.5,0.8,0.8,0,0,,化生寺|普陀山|无底洞,,,,,高级驱鬼|高级感知|高级神迹,,,,,,,,,,,,,,,,
20245,寿如山高,蜃气妖|藤蔓妖花,1,天寿星神封,0,0,10,1.5,2.3,0.5,0.8,0.8,0,0,,五庄观|盘丝洞|方寸山|女儿村,,,,,高级驱鬼|高级感知,,,,,,,,,,,,,,,,
20246,福似深海,狂豹人形|猫灵人形,1,天寿星狂攻,0,0,10,1.5,2.3,0.5,0.8,0.8,0,0,,大唐官府|狮驼岭|凌波城|阴曹地府,,,,,高级驱鬼|高级感知,,,,,,,,,,,,,,,,
20247,福似深海,修罗傀儡妖|修罗傀儡鬼,1,天寿星诡法,0,0,10,1.5,2.3,0.5,0.8,0.8,0,0,,魔王寨|龙宫|天宫,,,,,高级驱鬼|高级感知,,,,,,,,,,,,,,,,
20248,福似深海,曼珠沙华|金身罗汉,1,天寿星长生,0,0,10,1.5,2.3,0.5,0.8,0.8,0,0,,化生寺|普陀山|无底洞,,,,,高级驱鬼|高级感知|高级神迹,,,,,,,,,,,,,,,,
20249,福似深海,蜃气妖|藤蔓妖花,1,天寿星神封,0,0,10,1.5,2.3,0.5,0.8,0.8,0,0,,五庄观|盘丝洞|方寸山|女儿村,,,,,高级驱鬼|高级感知,,,,,,,,,,,,,,,,
20250,天福星·程岂,剑侠客,1,天寿星程岂,0,0,10,1.5,2.3,0.5,0.8,0.8,0,0,,,,,,,高级驱鬼|高级感知|高级神迹,,,霜冷九州,150,真,,,,,,,,,,,
20251,狂攻,狂豹人形|猫灵人形,1,天勇星狂攻,0,0,10,1.5,2.3,0.5,0.8,0.8,0,0,,大唐官府|狮驼岭|凌波城|阴曹地府,,,,,高级驱鬼|高级感知,,,,,,,,,,,,,,,,
20252,诡法,修罗傀儡妖|修罗傀儡鬼,1,天勇星诡法,0,0,10,1.5,2.3,0.5,0.8,0.8,0,0,,魔王寨|龙宫|天宫,,,,,高级驱鬼|高级感知,,,,,,,,,,,,,,,,
20253,长生,曼珠沙华|金身罗汉,1,天勇星长生,0,0,10,1.5,2.3,0.5,0.8,0.8,0,0,,化生寺|普陀山|无底洞,,,,,高级驱鬼|高级感知|高级神迹,,,,,,,,,,,,,,,,
20254,神封,蜃气妖|藤蔓妖花,1,天勇星神封,0,0,10,1.5,2.3,0.5,0.8,0.8,0,0,,五庄观|盘丝洞|方寸山|女儿村,,,,,高级驱鬼|高级感知,,,,,,,,,,,,,,,,
20255,邪银|杀生|偷盗|,蝎子精,1,天罪星狂攻,0,0,10,1.5,2.3,0.5,0.8,0.8,0,0,,大唐官府|狮驼岭|凌波城|阴曹地府|魔王寨|龙宫|天宫|化生寺|普陀山|无底洞|五庄观|盘丝洞|方寸山|女儿村,,,,,高级驱鬼|高级感知,,,,,,,,,,,,,,,,
20263,狂攻,狂豹人形|猫灵人形,1,天立星狂攻,0,0,10,1.5,2.3,0.5,0.8,0.8,0,0,,大唐官府|狮驼岭|凌波城|阴曹地府,,,,,高级驱鬼|高级感知,,,,,,,,,,,,,,,,
20264,诡法,修罗傀儡妖|修罗傀儡鬼,1,天立星诡法,0,0,10,1.5,2.3,0.5,0.8,0.8,0,0,,魔王寨|龙宫|天宫,,,,,高级驱鬼|高级感知,,,,,,,,,,,,,,,,
20265,长生,曼珠沙华|金身罗汉,1,天立星长生,0,0,10,1.5,2.3,0.5,0.8,0.8,0,0,,化生寺|普陀山|无底洞,,,,,高级驱鬼|高级感知|高级神迹,,,,,,,,,,,,,,,,
20266,神封,蜃气妖|藤蔓妖花,1,天立星神封,0,0,10,1.5,2.3,0.5,0.8,0.8,0,0,,五庄观|盘丝洞|方寸山|女儿村,,,,,高级驱鬼|高级感知,,,,,,,,,,,,,,,,
20267,分身·吴旭,狂豹人形|猫灵人形,1,天速星狂攻,0,0,10,1.5,2.3,0.5,0.8,0.8,0,0,,大唐官府|狮驼岭|凌波城|阴曹地府,,,,,高级驱鬼|高级感知,,,,,,,,,,,,,,,,
20268,分身·吴旭,修罗傀儡妖|修罗傀儡鬼,1,天速星诡法,0,0,10,1.5,2.3,0.5,0.8,0.8,0,0,,魔王寨|龙宫|天宫,,,,,高级驱鬼|高级感知,,,,,,,,,,,,,,,,
20269,长生,曼珠沙华|金身罗汉,1,天速星长生,0,0,10,1.5,2.3,0.5,0.8,0.8,0,0,,化生寺|普陀山|无底洞,,,,,高级驱鬼|高级感知|高级神迹,,,,,,,,,,,,,,,,
20270,神封,蜃气妖|藤蔓妖花,1,天速星神封,0,0,10,1.5,2.3,0.5,0.8,0.8,0,0,,五庄观|盘丝洞|方寸山|女儿村,,,,,高级驱鬼|高级感知,,,,,,,,,,,,,,,,
20271,狂攻,狂豹人形|猫灵人形,1,天慧星狂攻,0,0,10,1.5,2.3,0.5,0.8,0.8,0,0,,大唐官府|狮驼岭|凌波城|阴曹地府,,,,,高级驱鬼|高级感知,,,,,,,,,,,,,,,,
20272,诡法,修罗傀儡妖|修罗傀儡鬼,1,天慧星诡法,0,0,10,1.5,2.3,0.5,0.8,0.8,0,0,,魔王寨|龙宫|天宫,,,,,高级驱鬼|高级感知,,,,,,,,,,,,,,,,
20273,长生,曼珠沙华|金身罗汉,1,天慧星长生,0,0,10,1.5,2.3,0.5,0.8,0.8,0,0,,化生寺|普陀山|无底洞,,,,,高级驱鬼|高级感知|高级神迹,,,,,,,,,,,,,,,,
20274,神封,蜃气妖|藤蔓妖花,1,天慧星神封,0,0,10,1.5,2.3,0.5,0.8,0.8,0,0,,五庄观|盘丝洞|方寸山|女儿村,,,,,高级驱鬼|高级感知,,,,,,,,,,,,,,,,
20275,祈雨使者,雨师,1,天慧星神封,0,0,10,1.5,2.3,0.5,0.8,0.8,0,0,,,,,,,高级驱鬼|高级感知,,,,,,,,,,,,,,,,
20276,狂攻,狂豹人形|猫灵人形,1,天损星狂攻,0,0,10,1.5,2.3,0.5,0.8,0.8,0,0,,大唐官府|狮驼岭|凌波城|阴曹地府,,,,,高级驱鬼|高级感知,,,,,,,,,,,,,,,,
20277,诡法,修罗傀儡妖|修罗傀儡鬼,1,天损星诡法,0,0,10,1.5,2.3,0.5,0.8,0.8,0,0,,魔王寨|龙宫|天宫,,,,,高级驱鬼|高级感知,,,,,,,,,,,,,,,,
20278,长生,曼珠沙华|金身罗汉,1,天损星长生,0,0,10,1.5,2.3,0.5,0.8,0.8,0,0,,化生寺|普陀山|无底洞,,,,,高级驱鬼|高级感知|高级神迹,,,,,,,,,,,,,,,,
20279,神封,蜃气妖|藤蔓妖花,1,天损星神封,0,0,10,1.5,2.3,0.5,0.8,0.8,0,0,,五庄观|盘丝洞|方寸山|女儿村,,,,,高级驱鬼|高级感知,,,,,,,,,,,,,,,,
20280,狂攻,狂豹人形|猫灵人形,1,天闲星狂攻,0,0,10,1.5,2.3,0.5,0.8,0.8,0,0,,大唐官府|狮驼岭|凌波城|阴曹地府,,,,,高级驱鬼|高级感知,,,,,,,,,,,,,,,,
20281,诡法,修罗傀儡妖|修罗傀儡鬼,1,天闲星诡法,0,0,10,1.5,2.3,0.5,0.8,0.8,0,0,,魔王寨|龙宫|天宫,,,,,高级驱鬼|高级感知,,,,,,,,,,,,,,,,
20282,长生,曼珠沙华|金身罗汉,1,天闲星长生,0,0,10,1.5,2.3,0.5,0.8,0.8,0,0,,化生寺|普陀山|无底洞,,,,,高级驱鬼|高级感知|高级神迹,,,,,,,,,,,,,,,,
20283,神封,蜃气妖|藤蔓妖花,1,天闲星神封,0,0,10,1.5,2.3,0.5,0.8,0.8,0,0,,盘丝洞,,,,,高级驱鬼|高级感知,,,,,,,,,,,,,,,,
20284,狂攻,狂豹人形|猫灵人形,1,天退星狂攻,0,0,10,1.5,2.3,0.5,0.8,0.8,0,0,,大唐官府|狮驼岭|凌波城|阴曹地府,,,,,高级驱鬼|高级感知,,,,,,,,,,,,,,,,
20285,诡法,修罗傀儡妖|修罗傀儡鬼,1,天退星诡法,0,0,10,1.5,2.3,0.5,0.8,0.8,0,0,,魔王寨|龙宫|天宫,,,,,高级驱鬼|高级感知,,,,,,,,,,,,,,,,
20286,长生,曼珠沙华|金身罗汉,1,天退星长生,0,0,10,1.5,2.3,0.5,0.8,0.8,0,0,,化生寺,,,,,高级驱鬼|高级感知,,,,,,,,,,,,,,,,
20287,神封,蜃气妖|藤蔓妖花,1,天退星神封,0,0,10,1.5,2.3,0.5,0.8,0.8,0,0,,方寸山,,,,,高级驱鬼|高级感知,,,,,,,,,,,,,,,,
20288,狂攻,狂豹人形|猫灵人形,1,天哭星狂攻,0,0,10,1.5,2.3,0.5,0.8,0.8,0,0,,大唐官府,,,,,高级驱鬼|高级感知,,,,,,,,,,,,,,,,
20289,诡法,修罗傀儡妖|修罗傀儡鬼,1,天哭星诡法,0,0,10,1.5,2.3,0.5,0.8,0.8,0,0,,龙宫,,,,,高级驱鬼|高级感知,,,,,,,,,,,,,,,,
20290,长生,曼珠沙华|金身罗汉,1,天哭星长生,0,0,10,1.5,2.3,0.5,0.8,0.8,0,0,,化生寺|普陀山|无底洞,,,,,高级驱鬼|高级感知|高级神迹,,,,,,,,,,,,,,,,
20291,神封,蜃气妖|藤蔓妖花,1,天哭星神封,0,0,10,1.5,2.3,0.5,0.8,0.8,0,0,,五庄观|盘丝洞|方寸山|女儿村,,,,,高级驱鬼|高级感知,,,,,,,,,,,,,,,,
20292,狂攻,超级神虎,1,天哭星狂攻,0,0,10,1.5,2.3,0.5,0.8,0.8,0,0,,凌波城,,,,,高级驱鬼|高级感知,,,,,,,,,,,,,,,,
20293,狂攻,狂豹人形|猫灵人形,1,天牢星狂攻,0,0,10,1.5,2.3,0.5,0.8,0.8,0,0,,大唐官府|狮驼岭|凌波城|阴曹地府,,,,,高级驱鬼|高级感知,,,,,,,,,,,,,,,,
20294,诡法,修罗傀儡妖|修罗傀儡鬼,1,天牢星诡法,0,0,10,1.5,2.3,0.5,0.8,0.8,0,0,,魔王寨|龙宫|天宫,,,,,高级驱鬼|高级感知,,,,,,,,,,,,,,,,
20295,长生,曼珠沙华|金身罗汉,1,天牢星长生,0,0,10,1.5,2.3,0.5,0.8,0.8,0,0,,化生寺|普陀山|无底洞,,,,,高级驱鬼|高级感知|高级神迹,,,,,,,,,,,,,,,,
20296,神封,蜃气妖|藤蔓妖花,1,天牢星神封,0,0,10,1.5,2.3,0.5,0.8,0.8,0,0,,五庄观|盘丝洞|方寸山|女儿村,,,,,高级驱鬼|高级感知,,,,,,,,,,,,,,,,
20297,三无情,狂豹人形|猫灵人形,1,天杀星狂攻,0,0,10,1.5,2.3,0.5,0.8,0.8,0,0,,大唐官府|狮驼岭|凌波城|阴曹地府,,,,,高级驱鬼|高级感知,,,,,,,,,,,,,,,,
20298,冷血,修罗傀儡妖|修罗傀儡鬼,1,天杀星诡法,0,0,10,1.5,2.3,0.5,0.8,0.8,0,0,,魔王寨|龙宫|天宫,,,,,高级驱鬼|高级感知,,,,,,,,,,,,,,,,
20299,虚名,曼珠沙华|金身罗汉,1,天杀星长生,0,0,10,1.5,2.3,0.5,0.8,0.8,0,0,,化生寺|普陀山|无底洞,,,,,高级驱鬼|高级感知|高级神迹,,,,,,,,,,,,,,,,
20300,铁手,蜃气妖|藤蔓妖花,1,天杀星神封,0,0,10,1.5,2.3,0.5,0.8,0.8,0,0,,五庄观|盘丝洞|方寸山|女儿村,,,,,高级驱鬼|高级感知,,,,,,,,,,,,,,,,
20301,狂攻,狂豹人形|猫灵人形,1,天猛星狂攻,0,0,10,1.5,2.3,0.5,0.8,0.8,0,0,,大唐官府|狮驼岭|凌波城|阴曹地府,,,,,高级驱鬼|高级感知,,,,,,,,,,,,,,,,
20302,诡法,修罗傀儡妖|修罗傀儡鬼,1,天猛星诡法,0,0,10,1.5,2.3,0.5,0.8,0.8,0,0,,魔王寨|龙宫|天宫,,,,,高级驱鬼|高级感知,,,,,,,,,,,,,,,,
20303,长生,曼珠沙华|金身罗汉,1,天猛星长生,0,0,10,1.5,2.3,0.5,0.8,0.8,0,0,,化生寺|普陀山|无底洞,,,,,高级驱鬼|高级感知|高级神迹,,,,,,,,,,,,,,,,
20304,神封,蜃气妖|藤蔓妖花,1,天猛星神封,0,0,10,1.5,2.3,0.5,0.8,0.8,0,0,,五庄观,,,,,高级驱鬼|高级感知,,,,,,,,,,,,,,,,
20305,狂攻,蜃气妖,1,天异星狂攻,0,0,10,1.5,2.3,0.5,0.8,0.8,0,0,,大唐官府|狮驼岭|凌波城|阴曹地府,,,,,高级驱鬼|高级感知,,,,,,,,,,,,,,,,
20306,诡法,蜃气妖,1,天异星诡法,0,0,10,1.5,2.3,0.5,0.8,0.8,0,0,,魔王寨|龙宫|天宫,,,,,高级驱鬼|高级感知,,,,,,,,,,,,,,,,
20307,长生,蜃气妖,1,天异星长生,0,0,10,1.5,2.3,0.5,0.8,0.8,0,0,,化生寺|普陀山|无底洞,,,,,高级驱鬼|高级感知|高级神迹,,,,,,,,,,,,,,,,
20308,神封,蜃气妖,1,天异星神封,0,0,10,1.5,2.3,0.5,0.8,0.8,0,0,,五庄观|盘丝洞|方寸山|女儿村,,,,,高级驱鬼|高级感知,,,,,,,,,,,,,,,,
20309,龙威,狂豹人形|猫灵人形,1,天威星狂攻,0,0,10,1.5,2.3,0.5,0.8,0.8,0,0,,大唐官府|狮驼岭|凌波城|阴曹地府,,,,,高级驱鬼|高级感知,,,,,,,,,,,,,,,,
20310,龙威,修罗傀儡妖|修罗傀儡鬼,1,天威星诡法,0,0,10,1.5,2.3,0.5,0.8,0.8,0,0,,魔王寨|龙宫|天宫,,,,,高级驱鬼|高级感知,,,,,,,,,,,,,,,,
20311,虎式,曼珠沙华|金身罗汉,1,天威星长生,0,0,10,1.5,2.3,0.5,0.8,0.8,0,0,,化生寺|普陀山|无底洞,,,,,高级驱鬼|高级感知|高级神迹,,,,,,,,,,,,,,,,
20312,燕额,蜃气妖|藤蔓妖花,1,天威星神封,0,0,10,1.5,2.3,0.5,0.8,0.8,0,0,,五庄观|盘丝洞|方寸山|女儿村,,,,,高级驱鬼|高级感知,,,,,,,,,,,,,,,,
20313,学徒·狂攻,狂豹人形|猫灵人形,1,天魁星狂攻,0,0,10,1.5,2.3,0.5,0.8,0.8,0,0,,大唐官府|狮驼岭|凌波城|阴曹地府,,,,,高级驱鬼|高级感知,,,,,,,,,,,,,,,,
20314,学徒·诡法,修罗傀儡妖|修罗傀儡鬼,1,天魁星诡法,0,0,10,1.5,2.3,0.5,0.8,0.8,0,0,,魔王寨|龙宫|天宫,,,,,高级驱鬼|高级感知,,,,,,,,,,,,,,,,
20315,学徒·长生,曼珠沙华|金身罗汉,1,天魁星长生,0,0,10,1.5,2.3,0.5,0.8,0.8,0,0,,化生寺|普陀山|无底洞,,,,,高级驱鬼|高级感知|高级神迹,,,,,,,,,,,,,,,,
20316,学徒·神封,蜃气妖|藤蔓妖花,1,天魁星神封,0,0,10,1.5,2.3,0.5,0.8,0.8,0,0,,五庄观|盘丝洞|方寸山|女儿村,,,,,高级驱鬼|高级感知,,,,,,,,,,,,,,,,
20321,幻像·狂攻,狂豹人形|猫灵人形,1,天捷星狂攻,0,0,10,1.5,2.3,0.5,0.8,0.8,0,0,,大唐官府|狮驼岭|凌波城|阴曹地府,,,,,高级驱鬼|高级感知,,,,,,,,,,,,,,,,
20322,幻像·诡法,修罗傀儡妖|修罗傀儡鬼,1,天捷星诡法,0,0,10,1.5,2.3,0.5,0.8,0.8,0,0,,魔王寨|龙宫|天宫,,,,,高级驱鬼|高级感知,,,,,,,,,,,,,,,,
20323,幻像·长生,曼珠沙华|金身罗汉,1,天捷星长生,0,0,10,1.5,2.3,0.5,0.8,0.8,0,0,,化生寺|普陀山|无底洞,,,,,高级驱鬼|高级感知|高级神迹,,,,,,,,,,,,,,,,
20324,幻像·神封,蜃气妖|藤蔓妖花,1,天捷星神封,0,0,10,1.5,2.3,0.5,0.8,0.8,0,0,,五庄观|盘丝洞|方寸山|女儿村,,,,,高级驱鬼|高级感知,,,,,,,,,,,,,,,,
20325,陈坎·幻象,逍遥生,1,黄真星,0,0,10,1.5,2.3,0.5,0.8,0.8,0,0,,,,,,,高级驱鬼|高级感知|高级神迹,,,星瀚,160,真,,,,,,,,,,,
20326,黄真·幻象,羽灵神,1,黄真星,0,0,10,1.5,2.3,0.5,0.8,0.8,0,0,,,,,,,高级驱鬼|高级感知|高级神迹,,,弦月,150,真,,,,,,,,,,,
20327,邓玉·幻象,巫蛮儿,1,黄真星,0,0,10,1.5,2.3,0.5,0.8,0.8,0,0,,,,,,,高级驱鬼|高级感知|高级神迹,,,碧海潮生,150,真,,,,,,,,,,,
20328,高衍·幻象,神天兵,1,黄真星,0,0,10,1.5,2.3,0.5,0.8,0.8,0,0,,,,,,,高级驱鬼|高级感知|高级神迹,,,天龙破城,150,真,,,,,,,,,,,
20329,天佑星·徐正道,逍遥生,1,天佑星·徐正道,0,0,10,1.5,2.3,0.5,0.8,0.8,0,0,,,,,,,高级驱鬼|高级感知|高级神迹,,,浩气长舒,150,真,,,,,,,,,,,
20330,天寿星·戚成,羽灵神,1,天寿星·戚成,0,0,10,1.5,2.3,0.5,0.8,0.8,0,0,,,,,,,高级驱鬼|高级感知|高级神迹,,,碧海潮生,150,真,,,,,,,,,,,
20331,天杀星·任来聘,剑侠客,1,天杀星·任来聘,0,0,10,1.5,2.3,0.5,0.8,0.8,0,0,,,,,,,高级驱鬼|高级感知|高级神迹,,,霜冷九州,150,真,,,,,,,,,,,
35050,公共世界BOOS,自在天魔,1,公共世界BOOS,1,1,1,1000000,2,40,1.5,2.5,1,1,方式=智能战斗|参数=0|召唤=8|击飞=true|行动=false,龙宫,,,,,高级夜战|高级感知|高级精神集中,,,,,,,,,,,,自在天魔阵法,自在天魔,,,
20724,勾魂幽灵,进阶夜罗刹,1,降妖伏魔,0,0,2,1,1,1,1,1,0,0,方式=智能战斗|参数=119|击飞=true|行动=true,,,,,,奔雷咒|地狱烈火|水漫金山|高级水属性吸收|水属性吸收|高级夜战,,,,,真,,,,,,,,,,,
20725,妖魔|鬼怪|捣蛋鬼,僵尸|地狱战神|野鬼|黑山老妖,1,降妖伏魔,0,0,2,1,1,1,1,1,0,0,方式=智能战斗|参数=119|击飞=true|行动=true,,,,,,奔雷咒|地狱烈火|水漫金山|高级水属性吸收|水属性吸收|高级夜战,,,,,真,,,,,,,,,,,
20726,机械游魂,机关兽,1,降妖伏魔,0,0,2,1,1,1,1,1,0,0,方式=智能战斗|参数=119|击飞=true|行动=true,,,,,,奔雷咒|地狱烈火|水漫金山|高级水属性吸收|水属性吸收|高级夜战,,,,,真,,,,,,,,,,,
20727,妖魔|鬼怪|捣蛋鬼,僵尸|地狱战神|野鬼|黑山老妖,1,降妖伏魔,0,0,2,1,1,1,1,1,0,0,方式=智能战斗|参数=119|击飞=true|行动=true,,,,,,奔雷咒|地狱烈火|水漫金山|高级水属性吸收|水属性吸收|高级夜战,,,,,真,,,,,,,,,,,
20728,夜叉,幽灵,1,降妖伏魔,0,0,2,1,1,1,1,1,0,0,方式=智能战斗|参数=119|击飞=true|行动=true,,,,,,奔雷咒|地狱烈火|水漫金山|高级水属性吸收|水属性吸收|高级夜战,,,,,真,,,,,,,,,,,
20729,妖魔|鬼怪|捣蛋鬼,僵尸|地狱战神|野鬼|黑山老妖,1,降妖伏魔,0,0,2,1,1,1,1,1,0,0,方式=智能战斗|参数=119|击飞=true|行动=true,,,,,,奔雷咒|地狱烈火|水漫金山|高级水属性吸收|水属性吸收|高级夜战,,,,,真,,,,,,,,,,,
20730,千年魔灵,帮派妖兽,1,降妖伏魔,0,0,2,1,1,1,1,1,0,0,方式=智能战斗|参数=119|击飞=true|行动=true,,,,,,奔雷咒|地狱烈火|水漫金山|高级水属性吸收|水属性吸收|高级夜战,,,,,真,,,,,,,,,,,
20731,魔灵护法|无魂|小妖,僵尸|地狱战神|大力金刚|骷髅怪,1,降妖伏魔,0,0,2,1,1,1,1,1,0,0,方式=智能战斗|参数=119|击飞=true|行动=true,,,,,,奔雷咒|地狱烈火|水漫金山|高级水属性吸收|水属性吸收|高级夜战,,,,,真,,,,,,,,,,,
20732,万年魔灵,九头精怪,1,降妖伏魔,0,0,2,1,1,1,1,1,0,0,方式=智能战斗|参数=119|击飞=true|行动=true,,,,,,奔雷咒|地狱烈火|水漫金山|高级水属性吸收|水属性吸收|高级夜战,,,,,真,,,,,,,,,,,
20733,魔灵护法|无魂|小妖,僵尸|地狱战神|大力金刚|骷髅怪,1,降妖伏魔,0,0,2,1,1,1,1,1,0,0,方式=智能战斗|参数=119|击飞=true|行动=true,,,,,,奔雷咒|地狱烈火|水漫金山|高级水属性吸收|水属性吸收|高级夜战,,,,,真,,,,,,,,,,,
20700,子鼠,鼠先锋,1,天降辰星,0,0,2,1,1,1,1,1,0,0,方式=智能战斗|参数=119|击飞=true|行动=true,,,,,,奔雷咒|地狱烈火|水漫金山|高级水属性吸收|水属性吸收|高级夜战,,,,,真,,,,,,,,,,,
20701,子鼠护卫,鼠先锋,1,天降辰星,0,0,2,1,1,1,1,1,0,0,方式=智能战斗|参数=119|击飞=true|行动=true,,,,,,奔雷咒|地狱烈火|水漫金山|高级水属性吸收|水属性吸收|高级夜战,,,,,真,,,,,,,,,,,
20702,丑牛,踏云兽,1,天降辰星,0,0,2,1,1,1,1,1,0,0,方式=智能战斗|参数=119|击飞=true|行动=true,,,,,,奔雷咒|地狱烈火|水漫金山|高级水属性吸收|水属性吸收|高级夜战,,,,,真,,,,,,,,,,,
20703,丑牛护卫,踏云兽,1,天降辰星,0,0,2,1,1,1,1,1,0,0,方式=智能战斗|参数=119|击飞=true|行动=true,,,,,,奔雷咒|地狱烈火|水漫金山|高级水属性吸收|水属性吸收|高级夜战,,,,,真,,,,,,,,,,,
20704,寅虎,噬天虎,1,天降辰星,0,0,2,1,1,1,1,1,0,0,方式=智能战斗|参数=119|击飞=true|行动=true,,,,,,奔雷咒|地狱烈火|水漫金山|高级水属性吸收|水属性吸收|高级夜战,,,,,真,,,,,,,,,,,
20705,寅虎护卫,噬天虎,1,天降辰星,0,0,2,1,1,1,1,1,0,0,方式=智能战斗|参数=119|击飞=true|行动=true,,,,,,奔雷咒|地狱烈火|水漫金山|高级水属性吸收|水属性吸收|高级夜战,,,,,真,,,,,,,,,,,
20706,卯兔,兔子怪,1,天降辰星,0,0,2,1,1,1,1,1,0,0,方式=智能战斗|参数=119|击飞=true|行动=true,,,,,,奔雷咒|地狱烈火|水漫金山|高级水属性吸收|水属性吸收|高级夜战,,,,,真,,,,,,,,,,,
20707,卯兔护卫,兔子怪,1,天降辰星,0,0,2,1,1,1,1,1,0,0,方式=智能战斗|参数=119|击飞=true|行动=true,,,,,,奔雷咒|地狱烈火|水漫金山|高级水属性吸收|水属性吸收|高级夜战,,,,,真,,,,,,,,,,,
20708,辰龙,蛟龙,1,天降辰星,0,0,2,1,1,1,1,1,0,0,方式=智能战斗|参数=119|击飞=true|行动=true,,,,,,奔雷咒|地狱烈火|水漫金山|高级水属性吸收|水属性吸收|高级夜战,,,,,真,,,,,,,,,,,
20709,辰龙护卫,蛟龙,1,天降辰星,0,0,2,1,1,1,1,1,0,0,方式=智能战斗|参数=119|击飞=true|行动=true,,,,,,奔雷咒|地狱烈火|水漫金山|高级水属性吸收|水属性吸收|高级夜战,,,,,真,,,,,,,,,,,
20710,巳蛇,千年蛇魅,1,天降辰星,0,0,2,1,1,1,1,1,0,0,方式=智能战斗|参数=119|击飞=true|行动=true,,,,,,奔雷咒|地狱烈火|水漫金山|高级水属性吸收|水属性吸收|高级夜战,,,,,真,,,,,,,,,,,
20711,巳蛇护卫,千年蛇魅,1,天降辰星,0,0,2,1,1,1,1,1,0,0,方式=智能战斗|参数=119|击飞=true|行动=true,,,,,,奔雷咒|地狱烈火|水漫金山|高级水属性吸收|水属性吸收|高级夜战,,,,,真,,,,,,,,,,,
20712,午马,马面,1,天降辰星,0,0,2,1,1,1,1,1,0,0,方式=智能战斗|参数=119|击飞=true|行动=true,,,,,,奔雷咒|地狱烈火|水漫金山|高级水属性吸收|水属性吸收|高级夜战,,,,,真,,,,,,,,,,,
20713,午马护卫,马面,1,天降辰星,0,0,2,1,1,1,1,1,0,0,方式=智能战斗|参数=119|击飞=true|行动=true,,,,,,奔雷咒|地狱烈火|水漫金山|高级水属性吸收|水属性吸收|高级夜战,,,,,真,,,,,,,,,,,
20714,未羊,羊头怪,1,天降辰星,0,0,2,1,1,1,1,1,0,0,方式=智能战斗|参数=119|击飞=true|行动=true,,,,,,奔雷咒|地狱烈火|水漫金山|高级水属性吸收|水属性吸收|高级夜战,,,,,真,,,,,,,,,,,
20715,未羊护卫,羊头怪,1,天降辰星,0,0,2,1,1,1,1,1,0,0,方式=智能战斗|参数=119|击飞=true|行动=true,,,,,,奔雷咒|地狱烈火|水漫金山|高级水属性吸收|水属性吸收|高级夜战,,,,,真,,,,,,,,,,,
20716,申猴,长眉灵猴,1,天降辰星,0,0,2,1,1,1,1,1,0,0,方式=智能战斗|参数=119|击飞=true|行动=true,,,,,,奔雷咒|地狱烈火|水漫金山|高级水属性吸收|水属性吸收|高级夜战,,,,,真,,,,,,,,,,,
